artists,track_name
Derek & The Dominos,Layla
Thin Lizzy,The Boys Are Back In Town
Derek & The Dominos,Layla - 40th Anniversary Version / 2010 Remastered
Allman Brothers Band,Trouble No More
Allman Brothers Band,Midnight Rider
Blind Melon,No Rain
Blind Melon,No Rain
Cream,I Feel Free - Remastered
Blind Melon,No Rain
Louis Prima;Sam Butera & The Witnesses;Keely Smith,When You're Smiling/The Sheik Of Araby
Nathaniel Rateliff & The Night Sweats;Julie Davis,Baby It's Cold Outside
Blind Melon,No Rain
Cream,Sunshine Of Your Love
Thin Lizzy,The Boys Are Back In Town
Free,All Right Now
J.J. Cale,Cocaine
Billie Holiday,Solitude
Leon Bridges,River
Jefferson Airplane,White Rabbit
Eric Clapton,Tears in Heaven
Etta James,At Last
Cage The Elephant,Cold Cold Cold
Zayde Wølf,Hustler
Zayde Wølf,Heroes
The Who,Behind Blue Eyes
Buffalo Springfield,For What It's Worth
Adam Jensen,The Hunter
Gary Moore,Still Got The Blues
Zayde Wølf,Cold-Blooded
The Black Keys,Howlin' for You
Steppenwolf,Born To Be Wild
Badfinger,Baby Blue - Remastered 2010
Slank,Mawar Merah
The Changcuters,Senandung Pertemanan
Louis Prima;Sam Butera & The Witnesses,Pennies From Heaven
10cc,Art For Art's Sake
Louis Prima;Sam Butera & The Witnesses,Pennies From Heaven
10cc,The Things We Do For Love
Louis Prima;Sam Butera & The Witnesses,Pennies From Heaven
Robert Palmer;Eric 'ET' Thorngren,Addicted To Love
Peter Frampton,Show Me The Way
Robert Palmer,Simply Irresistible
Dinah Washington,September In The Rain
Chris Rea,Driving Home for Christmas - 2019 Remaster
Louis Prima;Keely Smith;Sam Butera & The Witnesses,Buona Sera - Remastered 2002
Chris Rea,Driving Home for Christmas
Chris Rea,Driving Home for Christmas - 2019 Remaster
Dinah Washington,Our Love Is Here To Stay
Steppenwolf,The Pusher
Chris Rea,Driving Home for Christmas - 2019 Remaster
Chris Rea,Driving Home for Christmas - 2019 Remaster
George Thorogood & The Destroyers,Rock And Roll Christmas
Louis Prima;Sam Butera & The Witnesses,Pennies From Heaven
Louis Prima;Keely Smith;Sam Butera & The Witnesses,(Nothing's Too Good) For My Baby - Remastered
Chris Rea,Driving Home for Christmas - 2019 Remaster
Steppenwolf,Hey Lawdy Mama - Single Version
Chris Rea,Sail Away
Dinah Washington;Brook Benton,Baby (You've Got What It Takes)
Steppenwolf,Born To Be Wild - Single Version
Dinah Washington,Mad About The Boy
Bachman-Turner Overdrive,Takin' Care Of Business
Canned Heat,Let's Work Together
The Band,Christmas Must Be Tonight - Remastered 2001
The Band,Christmas Must Be Tonight - Remastered 2001
The Band,Christmas Must Be Tonight - Remastered 2001
Canned Heat,Goin' Up The Country
Eric Clapton;John Mayer,Magnolia
Leon Bridges,Beyond
Cage The Elephant,Telescope
Nazareth,Love Hurts
Jimi Hendrix,Little Wing
Lynyrd Skynyrd,Simple Man
Adam Jensen,Street Fight
Dorothy,Wicked Ones
The Black Keys,Lonely Boy
City Wolf,Hands Up
Esterly;Austin Jenckes,This Is My World
Wolfmother,Joker And The Thief
Jimi Hendrix,Purple Haze
Once Mekel,Ditentukan Untuk Bersama
Ray Charles,Hit the Road Jack
Blue Öyster Cult,(Don't Fear) The Reaper
The Black Keys,Wild Child
Deep Purple,Soldier Of Fortune - 2009 Digital Remaster
Deep Purple,Highway Star - Remastered 2012
Thin Lizzy,The Boys Are Back In Town
Amadou & Mariam,Ilbiwa
Amadou & Mariam,Poulo
Amadou & Mariam,Beki Miri
Amadou & Mariam,Baroni
Amadou & Mariam,Ilbiwa
La Rata Bluesera,Santa Lucía
Amadou & Mariam,C'Est Comme Ca
The J. Geils Band,On Borrowed Time
The Changcuters,Suka Suka
Solomon Burke,Cry to Me
Solomon Burke,Everybody Needs Somebody to Love
Dr. John,Zu Zu Man
Solomon Burke,Presents for Christmas
Jane's Addiction,Mountain Song
Wilson Sideral;Rogerio Flausino,Essas Canções de Amor (Não Reclamo)
Solomon Burke,Presents for Christmas
Solomon Burke,Presents for Christmas
Solomon Burke,Presents for Christmas
Taj Mahal,Paradise
Bachman-Turner Overdrive,Hey You
Solomon Burke,Presents for Christmas
Keb' Mo';Gerald Albright,"Moonlight, Mistletoe & You"
The Changcuters,Pria Idaman Wanita
Dr. John,Woman Is The Root Of All Evil
Dorothy,Wicked Ones
Amadou & Mariam,Bali Maou
The Blues Brothers,Everybody Needs Somebody to Love
The Moody Blues,The Night
Three Dog Night,An Old Fashioned Love Song - Single Version
Three Dog Night,An Old Fashioned Love Song - Single Version
Etta James,I'd Rather Go Blind
Al Green,Let's Stay Together
Santana;The Product G&B,Maria Maria (feat. The Product G&B)
Devin Hoffman;Jessica Kline;Bronson Levy,Damage Is Done
Everybody Loves an Outlaw,Give Em Hell
The Heavy,How You Like Me Now
SATV Music,Finish Line
Zayde Wølf,Rule the World
The Rigs,The Hunted
Jefferson Airplane,Somebody to Love
Whitesnake,Is This Love - 2018 Remaster
Adam Jensen,Friend of the Devil
Oh The Larceny,Another Level
B.B. King,The Thrill Is Gone
Blind Melon,No Rain
B.B. King;Tracy Chapman,The Thrill Is Gone
Chuck Berry,You Never Can Tell
Sam Tinnesz;Silverberg,Wolves
Jimi Hendrix,Voodoo Child (Slight Return)
The White Stripes,Fell In Love With a Girl
Lee Richardson;Jonathan Murill;Tom Ford;James Cocozza;Sarah Norman,Here Comes the Thunder
George Thorogood & The Destroyers,Bad To The Bone
Deep Purple,When A Blind Man Cries - Remastered
Otis Redding,(Sittin' On) the Dock of the Bay
Quinn Golden,Bottoms Up
Sam Tinnesz,Bloodshot
Cream,White Room
Whitesnake,Here I Go Again - 2018 Remaster
Helen Humes,Flippity Flop Flop
T.K. Soul,Try Me
Free,All Right Now
Little Anthony & The Imperials,I'm On The Outside (Looking In)
Reggie P,Why Me?
Slank,Orkes Sakit Hati
Greta Van Fleet,Highway Tune
Slank,Maafkan
Memphis La Blusera,Monton De Nada
La Mississippi,Un Trago Para Ver Mejor
Joe Walsh,Rocky Mountain Way
The Cramps,I Was A Teenage Werewolf - Remastered
Freddie King,Stumble
Maria Del Sol,Un Nuevo Amor
The Stooges,I Wanna Be Your Dog
Albert King,Christmas Comes But Once A Year
The Cramps,I Was A Teenage Werewolf - Remastered
The Stooges,I Wanna Be Your Dog
The Cramps,I Was A Teenage Werewolf - Remastered
The Cramps,I Was A Teenage Werewolf - Remastered
The Spencer Davis Group,Keep On Running - Remastered 2010
Celso Blues Boy,Por um Monte de Cerveja
The White Stripes,We're Going to Be Friends
Etta James,A Sunday Kind Of Love
Dion & The Belmonts,A Teenager In Love
Ray Charles,Hit the Road Jack
UNSECRET;Neoni,Fallout
Aretha Franklin,I Say a Little Prayer
Gary Clark Jr.;Junkie XL,Come Together
Ella Fitzgerald;Louis Armstrong,Dream A Little Dream Of Me - Single Version
Oh The Larceny,Man on a Mission
Snowy White,How Was It for You
Heartless Bastards,Only for You
Generdyn;BELLSAINT,On The Rise
Oh The Larceny,This Is It
Mungo Jerry,In the Summertime
The Jon Spencer Blues Explosion,Bellbottoms
Eagles Of Death Metal,Miss Alissa
City Wolf,Face In The Dark (ft. Panther)
Ella Fitzgerald;Louis Armstrong,Cheek To Cheek
The White Stripes,Icky Thump
Santana;Rob Thomas,Smooth (feat. Rob Thomas)
Dorothy,Raise Hell
SATV Music,Finish Line
KONGOS,Come with Me Now
Queens of the Stone Age,No One Knows
Ten Years After,I'd Love to Change the World - 2004 Remaster
Stevie Ray Vaughan,Pride and Joy
Deep Purple,Smoke on the Water
Extreme Music,Hold On
"Crosby, Stills & Nash",Helplessly Hoping - 2005 Remaster
Joe Cocker;Jennifer Warnes,"Up Where We Belong - From ""An Officer And A Gentleman"""
Methrone,Loving Each Other 4 Life
Rev Theory,Hell Yeah
Cream,Sunshine Of Your Love
Deep Purple,Perfect Strangers
Muddy Waters,Mannish Boy
Jimi Hendrix,Hey Joe
Bernard Adamus,2176
Sheba Potts-Wright,Slow Roll It
The Changcuters,Only Love
Tucka,Candy Land
Tucka,Work It Out
The Rides,By My Side
Slank,Tonk Kosong
Irma Thomas,Anyone Who Knows What Love Is (Will Understand)
Lou Rawls,Season Of The Witch
Anderson East,This Too Shall Last
Lou Rawls,Season Of The Witch
Irma Thomas,Anyone Who Knows What Love Is (Will Understand)
Tony Joe White,Polk Salad Annie
Albert King,Christmas Comes But Once A Year
Ella Fitzgerald;Louis Armstrong,Dream A Little Dream Of Me
Cold War Kids;Bishop Briggs,So Tied Up
Cold War Kids,First
Sam Tinnesz,Far From Home (The Raven)
Cold War Kids,Love Is Mystical
Zayde Wølf;Ruelle,Walk Through the Fire
Zayde Wølf,Born Ready
Leon Bridges,Coming Home
The Heavy,Short Change Hero
The Black Keys,Weight of Love
Cage The Elephant,Sweetie Little Jean
Nina Simone,Don't Let Me Be Misunderstood
Mountains vs. Machines,Chosen Ones
Jesper Munk,Baby
The Phantoms,Watch Me
Status Quo,In The Army Now
The Black Keys,Tighten Up
City Wolf,Dead Man Walking
Eric Clapton,I Shot The Sheriff
The Black Keys,Little Black Submarines
Santana;Rob Thomas,Smooth (feat. Rob Thomas)
The Black Keys,Gold on the Ceiling
Santana;The Product G&B,Maria Maria (feat. The Product G&B)
The Who,Won't Get Fooled Again - Original Album Version
Lebrado,I'm Missin' You Babe
T. Rex,Get It On
T.K. Soul,I Wanna Hold My Baby
Johnnie Taylor,Running Out Of Lies
Slank,Foto Dalam Dompetmu
J.J. Cale,Don't Go To Strangers
ZZ Top,Sharp Dressed Man - 2008 Remaster
Janis Joplin,Me and Bobby McGee
Slank,Terserah
The Doobie Brothers,Listen to the Music
Jeff Floyd,I Found Love (On A Lonely Highway)
Lacee,Lacee's Groove
The Black Crowes,Hard To Handle
Slank;The Big Hip,Seperti Para Koruptor (feat. The Big Hip)
Nellie Tiger Travis,If I Back It Up
Rainbow,Since You Been Gone
Terry Wright,I Done Lost My Good Thang
Tucka,Don't Make Me Beg
Karen Wolfe,Man Enough
Santana,Black Magic Woman - Single Version
Jackie Neal,Down in da Club
Bernard Adamus,Cauchemar de course
The Rides,I've Got To Use My Imagination
Lou Rawls,Christmas Will Really Be Christmas
Traffic,Dear Mr. Fantasy
John Mayall & The Bluesbreakers,Little Girl - Mono
Billie Holiday,Blue Moon
The King Khan & BBQ Show,Love You So
Masayoshi Yamazaki,"One more time,One more chance"
Traffic,Dear Mr. Fantasy
Bryce Fox,Bodies
The Heavy;Raffertie,How You Like Me Now? - Raffertie Remix
Adam Jensen,Lowlife
Zayde Wølf,No Limits
Nina Simone,I Put A Spell On You
Sam Tinnesz;Zayde Wølf,Man or a Monster (feat. Zayde Wølf)
Etta James,Stormy Weather
Zayde Wølf,You Do You
Rainbow,Catch The Rainbow
Royal Deluxe,I'm A Wanted Man
Foghat,Slow Ride
Bonnie Raitt,I Can't Make You Love Me
B.B. King,Chains And Things
Blue Öyster Cult,Then Came the Last Days of May
Black Rebel Motorcycle Club,Beat the Devil's Tattoo
The Panasdalam,Nia
Royal Blood,Figure It Out
Sosnowski,Pył
Z.Z. Hill,Cheating In The Next Room
Joe Cocker,You Are So Beautiful
"Crosby, Stills, Nash & Young",Our House
Sam Tinnesz;Yacht Money,Play with Fire (feat. Yacht Money) - Extended Mix
Big Brother & The Holding Company;Janis Joplin,Piece of My Heart
Lebrado,Fire
Eric Clapton,Lay Down Sally
Avail Hollywood,Twenty Five and Up
The Moody Blues,Nights In White Satin - Single Version / Mono
T.K. Soul,If You Dont Want Me
Carl Marshall,Good Loving Will Make You Cry (Remastered)
Arno,I Can't Dance
J.J. Cale,After Midnight
ZZ Top,Tube Snake Boogie
Louise Hoffsten;Albin Lee Meldau,Från himmelen fallen
Bernard Adamus,Brun - La couleur de l'amour
Tucka,Til the Sun Comes Up
Slank,Terlalu Manis - Jualan Version
Blind Faith,Battle of Evermore
Sir Charles Jones,Friday
Blind Faith,Battle of Evermore
Blind Faith,Battle of Evermore
Blind Faith,Battle of Evermore
Memphis La Blusera,Cosa de Hombres
Blind Faith,Battle of Evermore
Blind Faith,Battle of Evermore
Blind Faith,Battle of Evermore
Blind Faith,Battle of Evermore
Santana,Black Magic Woman
Blues Delight,Slightly Hung Over
Queens of the Stone Age,Make It Wit Chu
Nazareth,Where Are You Now
Raphael Lake,Another Wave
Dallas Stars,The Rising
10cc,I'm Not In Love
Steve Miller Band,The Joker
Sam Tinnesz,Ready Set Let's Go
Ella Fitzgerald;Louis Armstrong,Autumn In New York
Cage The Elephant,Too Late To Say Goodbye
Dan Auerbach,Never in My Wildest Dreams
8 Graves,Bury Me Low
Greta Van Fleet,Light My Love
City Wolf,Protector
Richi Ray,ON T O P
Stevie Ray Vaughan,Little Wing
Procol Harum,A Whiter Shade of Pale - Original Single Version
Eduardo Tejedo;Héctor Lama;Alan Piz Morán,El Reporte De Hoy
J.J. Cale,Call The Doctor
Greta Van Fleet,Heat Above
Eric Clapton,Wonderful Tonight
John Lee Hooker,Boom Boom
Nina Simone,Sinnerman
Johnnie Taylor,Too Many Memories
Lacee,Move Something
Jesper Munk,Head In The Clouds
Allman Brothers Band,Midnight Rider
Ray Charles,I Can't Stop Loving You
Atomirotta,Hima taas
Traveling Wilburys,End Of The Line
Greta Van Fleet,Black Smoke Rising
T.K. Soul,Ride or Die
Ella Fitzgerald,Isn't It Romantic?
Matt Taylor,I Remember When I Was Young - Bonus Track
Arno,Mon Grand-Père
LJ Echols,From the Back
Johnnie Taylor,We're Getting Careless With Our Love
Arno,Boulettes
El Cruce,Me tienes loco
Slank,Kirim Aku Bunga
Karen Wolfe,That Bitch Ain't Me
Slank,Gemerlap Kota
Sir Charles Jones,Is There Anybody Lonely?
Arno;Sofiane Pamart,Court-Circuit Dans Mon Esprit
Billy F Gibbons,Jingle Bell Blues
The Coasters,Shoppin' for Clothes
Maria Del Sol,Quiero Tu Vida
La Mississippi,Ritmo y Blues Con Armónica
La Mississippi,Pato Trabaja en una Carnicería
Elle King,Baby Outlaw
Billie Holiday,I'll Be Seeing You
B.B. King;John Mayer,Hummingbird
Raphael Lake;Royal Baggs,A Thought Is Haunting Me
Jack White;Alicia Keys,Another Way to Die
Adam Jensen,Yoko Oh No
Zayde Wølf,New Blood
Chuck Berry,Route 66
The Flamingos,I Only Have Eyes for You
The Rigs,The Calling (EPIX Remix)
Blues Saraceno,The River
Santana,Oye Como Va
Elvin Bishop,Fooled Around And Fell In Love
Watt White,Death Grip
J.J. Cale,Magnolia
The Panasdalam,Seperti Babi
Gary Moore;Phil Lynott,Parisienne Walkways
Cage The Elephant,Broken Boy
Jeff Beck,Cause We've Ended as Lovers
Jack White,Love Is Blindness
Mountain,Mississippi Queen
SAINT PHNX;Jasmine Thompson,Happy Place (feat. Jasmine Thompson)
Queens of the Stone Age,Go With The Flow
O. B. Buchana,You're the One Baby
Slank,Lorong Hitam
Howlin' Wolf,Smokestack Lightnin'
Monique Ford,All of My Love
The Raconteurs,"Steady, As She Goes"
Donnie Ray,Letter to My Baby - Part 2
Buddy Guy;Bonnie Raitt,Feels Like Rain (feat. Bonnie Raitt)
Nathaniel Rateliff & The Night Sweats,Boiled Over
The Changcuters,Cari Rasa
Arno,One Night With You
Z.Z. Hill,Someone Else Is Steppin' In
Tucka,Sweet Tooth
T-Bone Walker,T-Bone Blues
Arno,I'm Not Gonna Whistle
John Mayall & The Bluesbreakers;Eric Clapton,All Your Love - Stereo
Slank,Jakarta Pagi Ini
Sidiki Diabaté,No cry
Slank,Kalah
Veronica Ra'elle;Lacee;Miss Portia,My Sidepiece Reply
Memphis La Blusera,"Moscato, Pizza y Fainá"
The Bobbettes,Mr. Lee
Sidiki Diabaté,Conscience tranquille
Sir Charles Jones,Just Can't Let Go
La Mississippi,Lo Que Ves
JD McPherson,Twinkle (Little Christmas Lights)
JD McPherson,Twinkle (Little Christmas Lights)
Rolf Wikström,Allt är gjort av plåt
Nina Simone,Feeling Good
Zayde Wølf,King
Cage The Elephant,Right Before My Eyes - Unpeeled
David Gilmour,Comfortably Numb - Live At Pompeii 2016
Adam Jensen,Trouble
Adam Jensen,New Bad Habit
Cage The Elephant,How Are You True
Elle King,America's Sweetheart
The White Stripes,Blue Orchid
Sweet,Fox on the Run - Single Version
Ray Charles,I've Got a Woman
Ella Fitzgerald;Paul Weston And His Orchestra,It's A Lovely Day Today
The Doobie Brothers,Long Train Runnin'
The Animals,The House of the Rising Sun
Cage The Elephant,Spiderhead
B.B. King;Paul Carrack,Bring It On Home To Me
LaMorris Williams,Impala
David Brinston,Somebody's Cuttin' My Cake
Cream,Sunshine Of Your Love
Stevie Ray Vaughan,Mary Had a Little Lamb
Sheba Potts-Wright,Cruise Control
Des Rocs,Let Me Live / Let Me Die
Salif Keita,Souvent
Salif Keita,Da
Slank,# 1
Salif Keita,Baba
Big Yayo;Omar Cunningham,The Boots on Song (feat. Omar Cunningham)
The Changcuters,Akhirnya Indah
Salif Keita,Kamoukié
Tinariwen,Cler Achel
Dzem,Złoty Paw - 2003 Remaster
Sir Charles Jones;Calvin Richardson;Omar Cunningham,Call on Me
Tinariwen,Cler Achel
Tinariwen,Cler Achel
Tinariwen,Cler Achel
Manal,Casa Con Diez Pinos
Billy Soul Bonds,"Scat Cat, Here Kitty, Kitty"
The Miracles,I'll Be Home For Christmas
Tinariwen,Cler Achel
Bernard Adamus,La question à 100 piasses
The Miracles,Silver Bells
Wendell B,We Stepping Out Ta Night
Slank,Juwita Malam - Blues Version
Salif Keita,Ekolo D'Amour
Tinariwen,Cler Achel
Allen Toussaint,Lovie
The Miracles,I'll Be Home For Christmas
Allen Toussaint,Everything I Do Gonh Be Funky - Live
Tinariwen,Cler Achel
Memphis La Blusera;Gustavo Borner,Angelitos culones
Deep Purple,Soldier of Fortune
Al Green,Tired of Being Alone
David Gilmour,Smile
Sam Tinnesz;Yacht Money,Play with Fire (feat. Yacht Money) - Extended Mix
Al Green,How Can You Mend a Broken Heart
Vieux Farka Touré;Khruangbin,Diarabi
The Five Satins,In the Still of the Night
Zayde Wølf,Army
Adam Jensen;ToWonder;Severo,Sandcastles - ToWonder X Severo Remix
Gary Moore,Empty Rooms
Royal Deluxe,Bad
Blue Öyster Cult,Burnin' for You
Fantastic Negrito,When Everything Went Wrong (from the series Arcane League of Legends)
Ina Forsman,Poor Heart
Stevie Ray Vaughan,Lenny
Slank,Virus
Peter Frampton,Show Me The Way
Des Rocs,Used to the Darkness
Once Mekel,Tak Sempurna
The Who,Pinball Wizard
Sonny Boy Williamson II,Help Me
New Bomb Turks,Jukebox Lean
Eric Clapton;B.B. King,Riding with the King
Jaye Hammer;Till Palmer,Party at Home
Bigg Robb,If I Get Drunk Tonight (Remix)
ZZ Top,Gimme All Your Lovin'
Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher
Terry Wright,She Was Playing Too
Possessed by Paul James,Shoulda' Known Better
Aretha Franklin,(You Make Me Feel Like) A Natural Woman
Wendell B;C.J.;Jason Little;Magic One,Still Learning 'Bout Love
T.K. Soul,Caught Up in Doing Wrong
Jack Bruce,Theme For An Imaginary Western
The J. Geils Band,Centerfold
Tucka,Big Train
Manal,No Pibe
Slank,Bang Bang Tut
Tommy Bolin,Savannah Woman
Slank,Nggak Perlu
Atlanta Rhythm Section,Beautiful Dreamer
Slank,Suit Suit...He..He.. (Gadis Sexy)
The Blue Stones,Black Holes (Solid Ground)
Slank,Aku Gila
Atlanta Rhythm Section,Beautiful Dreamer
Atlanta Rhythm Section,Beautiful Dreamer
Atlanta Rhythm Section,Beautiful Dreamer
Small Faces,What'Cha Gonna Do About It
Sir Charles Jones,The Letter (Guilty)
The Chiffons,He's So Fine - Remastered 2000
La Mississippi,Post Crucifixión
Cold War Kids,Restless
Bryce Fox,Stomp Me Out
Cage The Elephant,Skin and Bones
Bleeker,Highway
Alabama Shakes,This Feeling
10cc,Dreadlock Holiday
Esterly;Austin Jenckes,Losing Hold
The White Stripes,St. James Infirmary Blues
The Heavy,What Makes A Good Man?
Lynyrd Skynyrd,Sweet Home Alabama - Edit
Dinah Washington,What A Diff'rence A Day Made
The Phantoms,Made For This
Michael Cooper,My Baby's House
Avail Hollywood,Drinking Again
Dan Auerbach,The Prowl
Barry Likumahuwa;Pentatones;Matthew Sayerz,Mati Saja
Watt White,You're Gonna Know My Name
Derek & The Dominos,Have You Ever Loved A Woman?
Cage The Elephant,Mess Around
Rainbow,Stargazer
Status Quo,Whatever You Want
Status Quo,Rockin' All Over The World
Dave Van Ronk,"Hang Me, Oh Hang Me"
Wolfmother,Joker And The Thief
Bigg Robb,Lets Straighten It Out
Ms. Jody,When Your Give a Damn Just Don't Give a Damn Anymore
Mr. David,Slide On
Thin Lizzy;Derek Varnals,Whiskey In The Jar
Mance Lipscomb,Sugar Babe
Slank,Kosong Sama Kosong
The Wood Brothers,Ophelia - Live
James Gang,Funk #49
Rory Gallagher,Bad Penny
Atomirotta,Piru olkapäällä
Slank,Bimbim Jangan Menangis
El Cruce,La Chinita y Yo
Slank,Generasi Biru
J. Red (The Nephew),Step Out
Tucka,Tipsy
Greta Van Fleet,Safari Song
Andrzej Zaucha,Bądź moim natchnieniem
LJ Echols,How Low Can You Go
Bernard Adamus,Rue Ontario
Tucka,Touch Your Spot
Bernard Adamus,Le fou de l'île
Slank,Tepi Campuhan
Fats Domino,Let The Four Winds Blow - Remastered 2002
The Marcels,Blue Moon - Remastered
Bernard Adamus,Hola les lolos
Sir Charles Jones;Wendell B,I'm Going Down Slow
Irma Thomas,Anyone Who Knows What Love Is (Will Understand)
Leon Bridges;John Mayer,Inside Friend (feat. John Mayer)
Anderson East,What Would It Take
Nazareth,Dream On
The Phantoms;7kingZ,Rampage
Oh The Larceny,Light That Fire
Adam Jensen,Marijuana Breath
Lynyrd Skynyrd,Free Bird
Greta Van Fleet,You're The One
Joe Cocker,With A Little Help From My Friends
Solomon Burke,Cry to Me
Wolfmother,Woman
The Pretty Things,The Good Mr. Square
The Black Keys,Sinister Kid
LaMorris Williams,Too Late
Bad Company,Feel like Makin' Love - 2015 Remaster
Ella Fitzgerald,I've Got A Crush On You
The White Stripes,The Hardest Button to Button
"Crosby, Stills & Nash",Just a Song Before I Go
Slank,Mars Slankers
Bachman-Turner Overdrive,You Ain't Seen Nothing Yet
Ina Forsman,We Could Be Gold Diggers
Albert King,Born Under A Bad Sign - Mono Mix
Willie Clayton,Party Like We Use to Do
LaMorris Williams,Pretty Lady
Dick & Dee Dee,Tell Me
Slank;Nirina Zubir,Pandangan Pertama (feat. Nirina Zubir)
Johnnie Taylor,Just Because
Jeff Floyd,You Had It All
O. B. Buchana,Swing On
Slank,Lembah Baliem
Quinn Golden,I'm Gonna Be a Man About It
Richard Berry;The Pharaohs,Have Love Will Travel
Dzem,Tylko ja i ty - 2003 Remaster
Wishbone Ash,Ships In The Sky
The Changcuters,Hmmm.. Sudah Kuduga
The Changcuters,HANTU
Reggie P;Toya Brown,Come On Girl
Sir Charles Jones,For Better or Worse
J.J. Cale,Call Me The Breeze
Fats Domino,Let The Four Winds Blow - Remastered 2002
Karen Wolfe,Sothern Soul Party Mood
Wishbone Ash,Ships In The Sky
Wishbone Ash,Ships In The Sky
La Mississippi,El Detalle
Heartless Bastards,Blue Christmas
Sir Charles Jones,Just Can't Let Go
Fats Domino,I'm Ready
Memphis La Blusera,Se Necesita
The Changcuters,Dang Ding Dong
Elle King,"I Know Where I've Been - from the Netflix Film ""Luckiest Girl Alive"""
B.B. King,Why I Sing The Blues
Bryce Fox;StayLoose,Horns (StayLoose Remix)
Albert Collins,"Cold, Cold Feeling"
Reignwolf,Keeper
UNSECRET;Young Summer,Can You Hear Me
Leon Bridges,Motorbike
B.B. King,To Know You Is To Love You
Alabama Shakes,This Feeling
Oh The Larceny,Can't Stop Me Now
Esterly;Austin Jenckes,Bad Man
Eric Clapton,Change the World - 2015 Remaster
Rory Gallagher,I Fall Apart
Santana,Europa (Earth's Cry Heaven's Smile)
The Cramps,I Was A Teenage Werewolf - Remastered
Ray Charles,"What'd I Say, Pt. 1 & 2"
"Bobby ""Blue"" Bland",Ain't No Love In The Heart Of The City - Single Version
Derek & The Dominos,Bell Bottom Blues
ZZ Top,Tush - 2006 Remaster
The Jeff Healey Band,While My Guitar Gently Weeps
Ella Fitzgerald;Louis Armstrong,They Can't Take That Away From Me
Freddie King,I'm Tore Down
Omar Cunningham,Baby Don't Leave Me
Johnnie Taylor,When She Stops Askin'
Mel Waiters,Throw Back Days
Ella Fitzgerald;The Delta Rhythm Boys,It's Only A Paper Moon
Sonny Boy Williamson II,Don't Start Me To Talkin'
"Crosby, Stills & Nash",Southern Cross - 2005 Remaster
Slank,Kamu Harus Pulang
The Who,Who Are You
Raz Dwa Trzy,Jeszcze W Zielone Gramy
Grand Funk Railroad,Some Kind Of Wonderful - Remastered 1999
Jimi Hendrix,Crosstown Traffic
Pete Townshend,Let My Love Open The Door
Joe Buck Yourself,Demon in My Head
Ronnie Lovejoy,Sho Wasn't Me
Freddie King,Going Down
Kenne' Wayne,Party On Da Weekend
La Mississippi,Galvanizado
The Band,The Weight - Remastered 2000
Dzem,Whisky
Slank,Percuma
Memphis La Blusera,La Bifurcada
Bigg Robb;Mz Jackson,Sugar Shack (Line Dance Remix) (feat. Mz Jackson)
Golden Earring,Weekend Love
Raz Dwa Trzy,Czarna Inez
The Changcuters,Mengapa Sahabat Pacarku Lebih Cantik dari Pacarku ?!
La Mississippi,San Cayetano
Sir Charles Jones,Is There Anybody Lonely
Memphis La Blusera,Como una Mosca
Alvin Lee,The Bluest Blues
Royal Deluxe,Dangerous
B.B. King;Eric Clapton,The Thrill Is Gone
Zayde Wølf,Rumble
7Horse,Meth Lab Zoso Sticker
Adam Jensen,I'm a Sucker for a Liar in a Red Dress
UNSECRET;Sam Tinnesz;GREYLEE,I'm Coming For It
Oh The Larceny,Check It Out
UFO,Lipstick Traces - 2007 Remaster
Gary Moore,One Day
Whitesnake,Here I Go Again - 2011 Remaster
Royal Blood,Oblivion
Nina Simone,My Baby Just Cares For Me - 2009 Remaster
Raphael Lake;Royal Baggs,Devil’s Gonna Come
Fats Domino,Blueberry Hill
Jethro Tull,Aqualung
Jimi Hendrix,Castles Made of Sand
The Moody Blues,Melancholy Man
Bernard Adamus,Casa
J.J. Cale,Cocaine
Blind Faith,Can't Find My Way Home
Whitesnake,Still of the Night - 2018 Remaster
"Crosby, Stills, Nash & Young",Teach Your Children
The Love Doctor,You Got to Roll It Slow (Remix)
Atomirotta,Älä huoli tyttö
Carbonas,Phone Booth
The Olympics,Western Movies
Ray Charles,"Hallelujah, I Love Her So"
Theodis Ealey,Pop That Middle
Bondi Cigars,Howling At The Moon
Arno;Sofiane Pamart,Lonesome Zorro - Version Piano – Voix
Tucka,The Repair Man
La Rata Bluesera;Federico Dannemann;Gonzalo Araya,Santa Lucía
Gary Moore,Walking By Myself
Da Problem Solvas,The Same Thing (Running Out Of Lies Medley)
Eric Burdon,We Gotta Get Out Of This Place
Eric Burdon,We Gotta Get Out Of This Place
Eric Burdon,We Gotta Get Out Of This Place
Eric Burdon,Don't Let Me Be Misunderstood
Eric Burdon,Don't Let Me Be Misunderstood
The Cookies,Don't Say Nothin' Bad (About My Baby)
Bobby Day,Little Bitty Pretty One
Eric Burdon,Don't Let Me Be Misunderstood
Eric Burdon,Don't Let Me Be Misunderstood
Eric Burdon,Don't Let Me Be Misunderstood
Eric Burdon,Don't Let Me Be Misunderstood
Arno,Les yeux de ma mère
Eric Burdon,Don't Let Me Be Misunderstood
Eric Burdon,Don't Let Me Be Misunderstood
Celso Blues Boy,Sempre Brilhará - Ao Vivo
Öwnboss;Sevek,Move Your Body
BK;JXNV$,"Amores, Vícios e Obsessões"
Liu;GenX,Pirate
Yago Oproprio,Helipa
